X,Y,OBJECTID,Site_Name,Site_Score,Site_EPA_ID,SEMS_ID,SITS_ID,Region_ID,State,City,County,Status,Longitude,Latitude,Proposed_Date,Listing_Date,Construction_Completion_Date,Construction_Completion_Number,NOID_Date,Deletion_Date,Site_Listing_Narrative,Site_Progress_Profile,Notice_of_Data_Availability,Proposed_FR_Notice,Deletion_FR_Notice,Final_FR_Notice,NOID_FR_Notice,Restoration_FR_Notice_Jumper_Pa,Site_has_had_a_Partial_Deletion,CreationDate,Creator,EditDate,Editor,ObjectId2
-84.017219,41.893611,,Anderson Development Co.,31.02,MID002931228,502220,559,5,Michigan,Adrian,Lenawee,Deleted NPL Site,-84.017219,41.893611,12/30/1982,09/08/1983,09/24/1993,196,08/30/1995,01/26/1996,"<a href=""https://semspub.epa.gov/src/document/05/633512"" target=""_blank"">MID002931228 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502220"" target=""_blank"">Anderson Development Co.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-01-26/pdf/96-1398.pdf"" target=""_blank"">01/26/1996 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1995-08-30/pdf/95-21410.pdf"" target=""_blank"">08/30/1995 (PDF)</a>",,No,,,,,248
-85.567219,42.293889,,"Auto Ion Chemicals, Inc.",32.07,MID980794382,503012,560,5,Michigan,Kalamazoo,Kalamazoo,NPL Site,-85.567219,42.293889,12/30/1982,09/08/1983,09/23/1994,266,,,"<a href=""https://semspub.epa.gov/src/document/05/633513"" target=""_blank"">MID980794382 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503012"" target=""_blank"">Auto Ion Chemicals, Inc.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,249
-83.8348,42.904,,Berlin & Farro,66.74,MID000605717,502172,561,5,Michigan,Swartz Creek,Genesee,Deleted NPL Site,-83.8348,42.904,12/30/1982,09/08/1983,09/18/1996,387,01/21/1998,06/24/1998,"<a href=""https://semspub.epa.gov/src/document/05/633514"" target=""_blank"">MID000605717 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502172"" target=""_blank"">Berlin & Farro</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-06-24/pdf/98-16569.pdf"" target=""_blank"">06/24/1998 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-01-21/pdf/98-1249.pdf"" target=""_blank"">01/21/1998 (PDF)</a>",,No,,,,,250
-86.1502,42.2233,,Burrows Sanitation,30.59,MID980410617,502733,562,5,Michigan,Hartford,Van Buren,Deleted NPL Site,-86.1502,42.2233,09/08/1983,09/21/1984,04/05/1993,162,05/15/2015,07/14/2015,"<a href=""https://semspub.epa.gov/src/document/05/633515"" target=""_blank"">MID980410617 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502733"" target=""_blank"">Burrows Sanitation</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2015-05-15/pdf/2015-11801.pdf"" target=""_blank"">07/14/2015 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2015-05-15/pdf/2015-11800.pdf"" target=""_blank"">05/15/2015 (PDF)</a>",,No,,,,,251
-85.700281,42.952219,,Butterworth #2 Landfill,50.31,MID062222997,502576,563,5,Michigan,Grand Rapids,Kent,NPL Site,-85.700281,42.952219,12/30/1982,09/08/1983,09/27/2000,736,,,"<a href=""https://semspub.epa.gov/src/document/05/633516"" target=""_blank"">MID062222997 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502576"" target=""_blank"">Butterworth #2 Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,252
-84.393061,46.488889,,"Cannelton Industries, Inc.",30.16,MID980678627,502931,564,5,Michigan,Sault Sainte Marie,Chippewa,NPL Site,-84.393061,46.488889,06/24/1988,08/30/1990,09/28/1999,656,,,"<a href=""https://semspub.epa.gov/src/document/05/633517"" target=""_blank"">MID980678627 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502931"" target=""_blank"">Cannelton Industries, Inc.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,No,,,,,253
-83.610281,42.725281,,Cemetery Dump,34.16,MID980794663,503025,565,5,Michigan,Rose Center,Oakland,Deleted NPL Site,-83.610281,42.725281,12/30/1982,09/08/1983,09/11/1991,56,02/15/1995,04/19/1995,"<a href=""https://semspub.epa.gov/src/document/05/633518"" target=""_blank"">MID980794663 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503025"" target=""_blank"">Cemetery Dump</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1995-04-19/pdf/95-9537.pdf"" target=""_blank"">04/19/1995 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1995-02-15/pdf/95-3604.pdf"" target=""_blank"">02/15/1995 (PDF)</a>",,No,,,,,254
-85.266669,45.317781,,Charlevoix Municipal Well,37.94,MID980794390,503013,566,5,Michigan,Charlevoix,Charlevoix,Deleted NPL Site,-85.266669,45.317781,12/30/1982,09/08/1983,09/16/1992,121,09/29/1993,12/02/1993,"<a href=""https://semspub.epa.gov/src/document/05/633519"" target=""_blank"">MID980794390 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503013"" target=""_blank"">Charlevoix Municipal Well</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/05/633715"" target=""_blank"">12/02/1993 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/05/633144"" target=""_blank"">09/29/1993 (PDF)</a>",,No,,,,,255
-85.674161,42.91,,Chem Central,38.2,MID980477079,502743,567,5,Michigan,Wyoming Township,Kent,NPL Site,-85.674161,42.91,12/30/1982,09/08/1983,09/19/1995,306,,,"<a href=""https://semspub.epa.gov/src/document/05/633520"" target=""_blank"">MID980477079 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502743"" target=""_blank"">Chem Central</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,256
-84.7625,43.815,,Clare Water Supply,38.43,MID980002273,502719,568,5,Michigan,Clare,Clare,NPL Site,-84.7625,43.815,12/30/1982,09/21/1984,03/30/1999,599,,,"<a href=""https://semspub.epa.gov/src/document/05/633521"" target=""_blank"">MID980002273 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502719"" target=""_blank"">Clare Water Supply</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>",,,No,,,,,257
-87.42,46.574439,,Cliff/Dow Dump,34.5,MID980608970,502860,569,5,Michigan,Marquette,Marquette,Deleted NPL Site,-87.42,46.574439,12/30/1982,09/08/1983,09/25/1995,320,09/18/2000,11/17/2000,"<a href=""https://semspub.epa.gov/src/document/05/633522"" target=""_blank"">MID980608970 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502860"" target=""_blank"">Cliff/Dow Dump</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-09-18/pdf/00-23641.pdf"" target=""_blank"">11/17/2000 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2000-09-18/pdf/00-23642.pdf"" target=""_blank"">09/18/2000 (PDF)</a>",,No,,,,,258
-86.208339,43.319439,,Duell & Gardner Landfill,34.68,MID980504716,502793,570,5,Michigan,Dalton Township,Muskegon,Deleted NPL Site,-86.208339,43.319439,12/30/1982,09/08/1983,08/10/2001,775,07/31/2019,09/30/2019,"<a href=""https://semspub.epa.gov/src/document/05/633523"" target=""_blank"">MID980504716 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502793"" target=""_blank"">Duell & Gardner Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2019-07-31/pdf/2019-16199.pdf"" target=""_blank"">09/30/2019 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2019-07-31/pdf/2019-16200.pdf"" target=""_blank"">07/31/2019 (PDF)</a>",,No,,,,,259
-85.5775,44.750719,,"Avenue ""E"" Ground Water Contamination",31.19,MID980791461,503006,571,5,Michigan,Traverse City,Grand Traverse,Deleted NPL Site,-85.5775,44.750719,10/15/1984,06/10/1986,09/27/2000,737,01/19/2007,03/20/2007,"<a href=""https://semspub.epa.gov/src/document/05/633524"" target=""_blank"">MID980791461 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503006"" target=""_blank"">Avenue ""E"" Ground Water Contamination</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2007-01-19/pdf/E7-694.pdf"" target=""_blank"">03/20/2007 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2007-01-19/pdf/E7-693.pdf"" target=""_blank"">01/19/2007 (PDF)</a>",,No,,,,,260
-86.3545,41.8206,,Electrovoice,35.36,MID005068143,502237,572,5,Michigan,Buchanan,Berrien,NPL Site,-86.3545,41.8206,12/30/1982,09/21/1984,09/21/1999,644,,,"<a href=""https://semspub.epa.gov/src/document/05/633525"" target=""_blank"">MID005068143 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502237"" target=""_blank"">Electrovoice</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>",,,No,,,,,261
-83.545831,43.198331,,Forest Waste Products,38.64,MID980410740,502734,573,5,Michigan,Otisville,Genesee,NPL Site,-83.545831,43.198331,12/30/1982,09/08/1983,06/30/1997,439,,,"<a href=""https://semspub.epa.gov/src/document/05/633526"" target=""_blank"">MID980410740 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502734"" target=""_blank"">Forest Waste Products</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,262
-83.077769,42.664719,,G&H Landfill,49.09,MID980410823,502735,574,5,Michigan,Utica,Macomb,NPL Site,-83.077769,42.664719,12/30/1982,09/08/1983,08/26/1999,614,,,"<a href=""https://semspub.epa.gov/src/document/05/633527"" target=""_blank"">MID980410823 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502735"" target=""_blank"">G&H Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,263
-85.6382,44.7944,,Grand Traverse Overall Supply Co.,35.53,MID017418559,502432,575,5,Michigan,Greilickville,Leelanau,NPL Site,-85.6382,44.7944,12/30/1982,09/08/1983,09/17/1992,122,,,"<a href=""https://semspub.epa.gov/src/document/05/633528"" target=""_blank"">MID017418559 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502432"" target=""_blank"">Grand Traverse Overall Supply Co.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,264
-84.623469,43.416419,,Gratiot County Golf Course,40.22,MID980794531,503022,576,5,Michigan,St. Louis,Gratiot,Deleted NPL Site,-84.623469,43.416419,12/30/1982,,09/08/1983,5,,09/08/1983,"<a href=""https://semspub.epa.gov/src/document/05/633529"" target=""_blank"">MID980794531 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503022"" target=""_blank"">Gratiot County Golf Course</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,,,,,265
-84.595281,43.395,,Gratiot County Landfill,0,MID980506281,502802,577,5,Michigan,St. Louis,Gratiot,NPL Site,-84.595281,43.395,12/30/1982,09/08/1983,07/19/1995,300,,,"<a href=""https://semspub.epa.gov/src/document/05/633530"" target=""_blank"">MID980506281 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502802"" target=""_blank"">Gratiot County Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,266
-83.3469,44.4113,,Hedblum Industries,37.29,MID980794408,503014,578,5,Michigan,Oscoda,Iosco,NPL Site,-83.3469,44.4113,12/30/1982,09/08/1983,08/16/1993,177,,,"<a href=""https://semspub.epa.gov/src/document/05/633531"" target=""_blank"">MID980794408 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503014"" target=""_blank"">Hedblum Industries</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,267
-85.046111,42.976669,,Ionia City Landfill,31.31,MID980794416,503015,579,5,Michigan,Ionia,Ionia,NPL Site,-85.046111,42.976669,12/30/1982,09/08/1983,09/28/2000,747,,,"<a href=""https://semspub.epa.gov/src/document/05/633532"" target=""_blank"">MID980794416 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503015"" target=""_blank"">Ionia City Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,268
-85.718889,42.283331,,K&L Avenue Landfill,38.1,MID980506463,502812,580,5,Michigan,Oshtemo Township,Kalamazoo,NPL Site,-85.718889,42.283331,12/30/1982,09/08/1983,12/20/2006,1010,,,"<a href=""https://semspub.epa.gov/src/document/05/633533"" target=""_blank"">MID980506463 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502812"" target=""_blank"">K&L Avenue Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,269
-85.5906,42.8738,,Kentwood Landfill,35.39,MID000260281,502165,581,5,Michigan,Kentwood,Kent,NPL Site,-85.5906,42.8738,12/30/1982,09/08/1983,09/27/1995,326,,,"<a href=""https://semspub.epa.gov/src/document/05/633534"" target=""_blank"">MID000260281 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502165"" target=""_blank"">Kentwood Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,270
-83.073611,42.652781,,"Liquid Disposal, Inc.",63.28,MID067340711,502593,582,5,Michigan,Utica,Macomb,NPL Site,-83.073611,42.652781,12/30/1982,09/08/1983,09/16/1997,452,,,"<a href=""https://semspub.epa.gov/src/document/05/633535"" target=""_blank"">MID067340711 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502593"" target=""_blank"">Liquid Disposal, Inc.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,271
-86.4292,43.9185,,Mason County Landfill,34.18,MID980794465,503019,584,5,Michigan,Pere Marquette Township,Mason,Deleted NPL Site,-86.4292,43.9185,12/30/1982,09/08/1983,09/27/1993,209,07/26/1999,09/09/1999,"<a href=""https://semspub.epa.gov/src/document/05/633537"" target=""_blank"">MID980794465 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503019"" target=""_blank"">Mason County Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-09-09/pdf/99-23281.pdf"" target=""_blank"">09/09/1999 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-07-26/pdf/99-18720.pdf"" target=""_blank"">07/26/1999 (PDF)</a>",,No,,,,,272
-84.733061,42.252219,,McGraw Edison Corp.,33.42,MID005339676,502254,585,5,Michigan,Albion,Calhoun,NPL Site,-84.733061,42.252219,12/30/1982,09/08/1983,01/28/1998,506,,,"<a href=""https://semspub.epa.gov/src/document/05/633538"" target=""_blank"">MID005339676 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502254"" target=""_blank"">McGraw Edison Corp.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,273
-85.41,44.265,,Northernaire Plating,57.93,MID020883609,502440,586,5,Michigan,Cadillac,Wexford,NPL Site,-85.41,44.265,12/30/1982,09/08/1983,09/23/1996,386,,,"<a href=""https://semspub.epa.gov/src/document/05/633539"" target=""_blank"">MID020883609 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502440"" target=""_blank"">Northernaire Plating</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,274
-83.6443,41.7856,,Novaco Industries,38.2,MID084566900,502651,587,5,Michigan,Temperance,Monroe,Deleted NPL Site,-83.6443,41.7856,12/30/1982,09/08/1983,09/18/1992,124,05/27/1998,07/14/1998,"<a href=""https://semspub.epa.gov/src/document/05/633540"" target=""_blank"">MID084566900 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502651"" target=""_blank"">Novaco Industries</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-07-14/pdf/98-18588.pdf"" target=""_blank"">07/14/1998 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-05-27/pdf/98-13853.pdf"" target=""_blank"">05/27/1998 (PDF)</a>",,No,,,,,275
-85.7475,42.9178,,"Organic Chemicals, Inc.",32.93,MID990858003,503649,588,5,Michigan,Grandville,Kent,NPL Site,-85.7475,42.9178,12/30/1982,09/08/1983,09/29/2003,876,,,"<a href=""https://semspub.epa.gov/src/document/05/633541"" target=""_blank"">MID990858003 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503649"" target=""_blank"">Organic Chemicals, Inc.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,276
-83.442219,44.903331,,Ossineke Ground Water Contamination,33.78,MID980794440,503017,589,5,Michigan,Ossineke,Alpena,Deleted NPL Site,-83.442219,44.903331,12/30/1982,09/08/1983,09/30/2002,846,08/11/1995,01/31/1996,"<a href=""https://semspub.epa.gov/src/document/05/633542"" target=""_blank"">MID980794440 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503017"" target=""_blank"">Ossineke Ground Water Contamination</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-01-31/pdf/96-1710.pdf"" target=""_blank"">01/31/1996 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1995-08-11/pdf/95-19003.pdf"" target=""_blank"">08/11/1995 (PDF)</a>",,No,,,,,277
-86.256669,43.303331,,Ott/Story/Cordova Chemical Co.,53.41,MID060174240,502566,590,5,Michigan,Dalton Township,Muskegon,NPL Site,-86.256669,43.303331,12/30/1982,09/08/1983,05/01/2002,813,,,"<a href=""https://semspub.epa.gov/src/document/05/633543"" target=""_blank"">MID060174240 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502566"" target=""_blank"">Ott/Story/Cordova Chemical Co.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,278
-86.273331,44.226389,,Packaging Corp. of America,51.91,MID980794747,503026,591,5,Michigan,Filer City,Manistee,NPL Site,-86.273331,44.226389,12/30/1982,09/08/1983,09/14/1998,535,,,"<a href=""https://semspub.epa.gov/src/document/05/633544"" target=""_blank"">MID980794747 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503026"" target=""_blank"">Packaging Corp. of America</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,279
-84.964,45.376,,Petoskey Municipal Well Field,42.68,MID006013049,502332,592,5,Michigan,Petoskey,Emmet,NPL Site,-84.964,45.376,12/30/1982,09/08/1983,02/18/2000,678,,,"<a href=""https://semspub.epa.gov/src/document/05/633545"" target=""_blank"">MID006013049 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502332"" target=""_blank"">Petoskey Municipal Well Field</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,280
-83.7693,42.4544,,Rasmussen's Dump,31.8,MID095402210,502686,593,5,Michigan,Brighton,Livingston,NPL Site,-83.7693,42.4544,12/30/1982,09/08/1983,09/25/1995,317,,,"<a href=""https://semspub.epa.gov/src/document/05/633546"" target=""_blank"">MID095402210 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502686"" target=""_blank"">Rasmussen's Dump</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,281
-83.631939,42.720831,,Rose Township Dump,50.92,MID980499842,502756,594,5,Michigan,Rose Township,Oakland,NPL Site,-83.631939,42.720831,12/30/1982,09/08/1983,02/05/1996,348,,,"<a href=""https://semspub.epa.gov/src/document/05/633547"" target=""_blank"">MID980499842 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502756"" target=""_blank"">Rose Township Dump</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,282
-86.1425,43.201111,,SCA Independent Landfill,34.75,MID000724930,502201,595,5,Michigan,Muskegon Heights,Muskegon,NPL Site,-86.1425,43.201111,12/30/1982,09/08/1983,09/26/2001,789,,,"<a href=""https://semspub.epa.gov/src/document/05/633548"" target=""_blank"">MID000724930 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502201"" target=""_blank"">SCA Independent Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,No,,,,,283
